design_id,target,rank,mean_binder_plddt,mean_binder_intrachain_pae,min_interaction_pae,rmsd_to_rfdiff,binder_length,target_length,model_file,ptm,iptm,pae_rank,raw_score
design_102.1,ESAG6__vs__ESAG7,3,38.25440677966101,14.341413386957772,24.92,9.222761437135564,59,320,design_102.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb,0.71,0.53,3.0,0.13002551777228136
design_102.1,ESAG6__vs__ESAG7,4,41.830847457627115,16.39368284975582,27.2,10.895632792706175,59,320,design_102.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000.pdb,0.65,0.41,4.0,0.13002551777228136
design_102.1,ESAG6__vs__ESAG7,5,40.5506779661017,16.224294742889974,27.41,10.89007667676934,59,320,design_102.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,0.64,0.4,5.0,0.13002551777228136
design_103.1,ESAG6__vs__ESAG7,1,38.25174603174602,14.675623582766441,20.58,6.321443339990627,63,320,design_103.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,0.88,0.82,1.0,0.14391844218840535
design_103.1,ESAG6__vs__ESAG7,2,40.137301587301586,13.156079617031997,21.61,6.5285698453193675,63,320,design_103.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb,0.88,0.81,2.0,0.14391844218840535
design_103.1,ESAG6__vs__ESAG7,3,36.145873015873015,14.75636936255984,23.02,7.439459558951777,63,320,design_103.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb,0.88,0.81,3.0,0.14391844218840535
design_103.1,ESAG6__vs__ESAG7,4,37.35714285714285,16.469700176366846,27.08,9.783857518576772,63,320,design_103.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb,0.87,0.8,5.0,0.14391844218840535
design_103.1,ESAG6__vs__ESAG7,5,44.187619047619044,12.079624590576971,23.5,5.126828228921645,63,320,design_103.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_000.pdb,0.87,0.8,4.0,0.14391844218840535
design_104.1,ESAG6__vs__ESAG7,1,40.44372881355932,11.388299339270324,20.33,4.004518425175571,59,320,design_104.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,0.88,0.82,1.0,0.14221511080540558
design_104.1,ESAG6__vs__ESAG7,2,29.213559322033902,15.644171215168056,23.5,8.424919311923695,59,320,design_104.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb,0.88,0.81,3.0,0.14221511080540558
design_104.1,ESAG6__vs__ESAG7,3,35.32084745762712,13.654383797759266,22.86,5.773453048820291,59,320,design_104.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb,0.87,0.81,2.0,0.14221511080540558
design_104.1,ESAG6__vs__ESAG7,4,38.81237288135593,13.214191324332088,24.75,7.521446353668756,59,320,design_104.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000.pdb,0.87,0.81,4.0,0.14221511080540558
design_104.1,ESAG6__vs__ESAG7,5,33.241694915254236,13.848733122665902,26.27,6.393119508790586,59,320,design_104.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,0.87,0.81,5.0,0.14221511080540558
design_105.1,ESAG6__vs__ESAG7,1,50.22063492063493,7.851683043587806,19.52,2.0905437925129884,63,320,design_105.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,0.88,0.82,1.0,0.13937889150107746
design_105.1,ESAG6__vs__ESAG7,2,39.13,12.465794910556813,25.95,8.209875789505599,63,320,design_105.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb,0.87,0.8,5.0,0.13937889150107746
design_105.1,ESAG6__vs__ESAG7,3,36.42920634920635,13.646676744771984,24.44,9.29001350078186,63,320,design_105.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb,0.87,0.8,2.0,0.13937889150107746
design_105.1,ESAG6__vs__ESAG7,4,43.614126984126976,8.867918871252206,25.45,2.41011770762586,63,320,design_105.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb,0.87,0.8,3.0,0.13937889150107746
design_105.1,ESAG6__vs__ESAG7,5,37.89698412698412,12.080229276895944,25.75,3.884076329418271,63,320,design_105.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,0.87,0.8,4.0,0.13937889150107746
design_106.1,ESAG6__vs__ESAG7,1,35.07646153846154,19.393581065088757,6.78,18.133555481035195,65,320,design_106.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb,0.9,0.85,1.0,0.13895173501997413
design_106.1,ESAG6__vs__ESAG7,2,24.113230769230768,20.0209775147929,22.59,12.126896712509469,65,320,design_106.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb,0.88,0.81,2.0,0.13895173501997413
design_106.1,ESAG6__vs__ESAG7,3,23.364153846153847,20.678276923076922,24.22,16.13823413481476,65,320,design_106.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb,0.88,0.81,4.0,0.13895173501997413
design_106.1,ESAG6__vs__ESAG7,4,30.387384615384615,17.589498224852072,22.77,10.232929001096647,65,320,design_106.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000.pdb,0.87,0.81,3.0,0.13895173501997413
design_106.1,ESAG6__vs__ESAG7,5,23.30676923076923,19.649408284023668,25.97,8.6823775002339,65,320,design_106.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,0.87,0.8,5.0,0.13895173501997413
design_107.1,ESAG6__vs__ESAG7,1,42.41660714285714,12.903383290816327,21.66,9.919291142837652,56,320,design_107.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,0.89,0.83,1.0,0.13518039138893947
design_107.1,ESAG6__vs__ESAG7,2,39.825892857142854,13.039993622448979,22.84,10.431046755946381,56,320,design_107.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000.pdb,0.88,0.82,3.0,0.13518039138893947
design_107.1,ESAG6__vs__ESAG7,3,40.2475,13.389253826530613,22.06,10.661851418058932,56,320,design_107.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_3_seed_000.pdb,0.88,0.82,2.0,0.13518039138893947
design_107.1,ESAG6__vs__ESAG7,4,40.048571428571435,11.540829081632653,23.33,11.462623089569629,56,320,design_107.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb,0.88,0.81,5.0,0.13518039138893947
design_107.1,ESAG6__vs__ESAG7,5,36.14839285714286,13.323998724489796,23.12,11.260405749629687,56,320,design_107.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb,0.87,0.81,4.0,0.13518039138893947
design_108.1,ESAG6__vs__ESAG7,1,66.65234375,3.93987060546875,19.34,2.1353544058695237,64,320,design_108.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,0.88,0.82,1.0,0.1600817542772426
design_108.1,ESAG6__vs__ESAG7,2,60.45671875,5.4578491210937505,21.89,2.9413231075609145,64,320,design_108.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb,0.88,0.81,4.0,0.1600817542772426
design_108.1,ESAG6__vs__ESAG7,3,53.582968750000006,6.763449707031251,22.34,2.86073944595676,64,320,design_108.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb,0.88,0.81,5.0,0.1600817542772426
design_108.1,ESAG6__vs__ESAG7,4,65.45406249999999,3.6504980468749997,21.0,2.1289194397527047,64,320,design_108.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb,0.87,0.8,2.0,0.1600817542772426
design_108.1,ESAG6__vs__ESAG7,5,68.74171875,4.02700927734375,21.19,2.2468246943188777,64,320,design_108.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb,0.87,0.8,3.0,0.1600817542772426
design_109.1,ESAG6__vs__ESAG7,1,46.790392156862744,8.326013071895424,19.88,1.5880357422261722,51,320,design_109.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,0.89,0.83,1.0,0.162477441962108
design_109.1,ESAG6__vs__ESAG7,2,37.53098039215686,12.478596693579393,21.8,3.635125239739318,51,320,design_109.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb,0.89,0.83,5.0,0.162477441962108
design_109.1,ESAG6__vs__ESAG7,3,45.38058823529411,9.239211841599385,19.92,1.5763418309019581,51,320,design_109.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb,0.89,0.83,2.0,0.162477441962108
design_109.1,ESAG6__vs__ESAG7,4,39.611372549019606,11.28554402153018,21.66,2.4371883534960865,51,320,design_109.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb,0.89,0.83,4.0,0.162477441962108
design_109.1,ESAG6__vs__ESAG7,5,43.18647058823529,9.127993079584776,20.72,1.8031491171360985,51,320,design_109.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb,0.89,0.83,3.0,0.162477441962108
design_11.1,ESAG6__vs__ESAG7,1,54.58345454545456,6.296406611570247,15.88,2.198884770379821,55,320,design_11.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,0.9,0.85,1.0,0.19027511877160105
design_11.1,ESAG6__vs__ESAG7,2,49.524727272727276,7.780519008264463,17.34,1.946058206670046,55,320,design_11.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb,0.89,0.84,2.0,0.19027511877160105
design_11.1,ESAG6__vs__ESAG7,3,52.27527272727273,7.466823140495867,18.08,1.6205842477006276,55,320,design_11.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_3_seed_000.pdb,0.88,0.83,3.0,0.19027511877160105
design_11.1,ESAG6__vs__ESAG7,4,52.754727272727266,7.348502479338843,18.98,2.367076362201559,55,320,design_11.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb,0.88,0.82,4.0,0.19027511877160105
design_11.1,ESAG6__vs__ESAG7,5,48.742363636363635,7.155480991735538,20.02,1.9303800068606765,55,320,design_11.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb,0.88,0.82,5.0,0.19027511877160105
design_110.1,ESAG6__vs__ESAG7,1,51.51240740740741,9.7564231824417,6.05,4.361179952912364,54,320,design_110.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,0.92,0.88,1.0,0.21365390215194116
design_110.1,ESAG6__vs__ESAG7,2,41.03851851851851,11.15273319615912,13.59,3.7805008927055943,54,320,design_110.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb,0.9,0.85,2.0,0.21365390215194116
design_110.1,ESAG6__vs__ESAG7,3,40.01851851851852,10.430720164609054,22.52,4.462709782765449,54,320,design_110.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb,0.88,0.82,4.0,0.21365390215194116
design_110.1,ESAG6__vs__ESAG7,4,36.81240740740741,11.825154320987656,22.17,5.055122724298486,54,320,design_110.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb,0.88,0.82,3.0,0.21365390215194116
design_110.1,ESAG6__vs__ESAG7,5,35.93314814814815,11.316868998628257,25.58,5.554295554534454,54,320,design_110.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,0.87,0.81,5.0,0.21365390215194116
design_111.1,ESAG6__vs__ESAG7,1,64.55765625000001,5.03941650390625,13.17,1.9092500155680385,64,320,design_111.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,0.9,0.85,1.0,0.21030656880083443
design_111.1,ESAG6__vs__ESAG7,2,51.5040625,7.90097412109375,17.72,1.9292303290957136,64,320,design_111.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb,0.88,0.82,4.0,0.21030656880083443
design_111.1,ESAG6__vs__ESAG7,3,61.37296875,4.95934326171875,17.31,1.906407425290209,64,320,design_111.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb,0.88,0.82,3.0,0.21030656880083443
design_111.1,ESAG6__vs__ESAG7,4,57.215937499999995,6.187600097656251,15.78,1.9549937231700576,64,320,design_111.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb,0.87,0.81,2.0,0.21030656880083443
design_111.1,ESAG6__vs__ESAG7,5,61.301874999999995,4.827490234375,19.62,1.921047799261572,64,320,design_111.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,0.88,0.81,5.0,0.21030656880083443
design_112.1,ESAG6__vs__ESAG7,1,55.88161290322581,6.275507284079084,13.98,2.4527916607017395,62,320,design_112.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,0.9,0.86,1.0,0.17967135203916637
design_112.1,ESAG6__vs__ESAG7,2,52.63322580645161,7.285226326742976,19.0,2.0226752398338474,62,320,design_112.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb,0.88,0.82,2.0,0.17967135203916637
design_112.1,ESAG6__vs__ESAG7,3,50.964677419354835,8.017908428720084,20.94,2.5246266324631925,62,320,design_112.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb,0.87,0.81,3.0,0.17967135203916637
design_112.1,ESAG6__vs__ESAG7,4,49.01951612903226,8.047382934443288,24.25,2.6709292527293265,62,320,design_112.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb,0.87,0.81,5.0,0.17967135203916637
design_112.1,ESAG6__vs__ESAG7,5,48.876290322580644,7.870265348595214,21.44,2.693925085906363,62,320,design_112.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb,0.87,0.8,4.0,0.17967135203916637
design_113.1,ESAG6__vs__ESAG7,1,84.06647058823528,3.9536916089965404,2.22,0.6783141097149002,68,320,design_113.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb,0.95,0.94,1.0,0.4963623559108351
design_113.1,ESAG6__vs__ESAG7,2,62.12176470588236,7.0226254325259525,7.14,0.6808930085062208,68,320,design_113.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb,0.92,0.9,2.0,0.4963623559108351
design_113.1,ESAG6__vs__ESAG7,3,63.49323529411763,6.029958910034602,10.28,0.7708747928462777,68,320,design_113.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_3_seed_000.pdb,0.91,0.87,5.0,0.4963623559108351
design_113.1,ESAG6__vs__ESAG7,4,48.32955882352941,10.672815743944636,9.63,2.283457406636927,68,320,design_113.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb,0.9,0.86,4.0,0.4963623559108351
design_113.1,ESAG6__vs__ESAG7,5,46.389999999999986,13.102497837370242,7.66,6.600159153429091,68,320,design_113.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb,0.9,0.86,3.0,0.4963623559108351
design_114.1,ESAG6__vs__ESAG7,1,42.45910256410256,12.31939677843524,23.66,4.412723847816985,78,320,design_114.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,0.85,0.77,2.0,0.12944881497698071
design_114.1,ESAG6__vs__ESAG7,2,37.6902564102564,14.119222550953321,24.52,4.07946033185476,78,320,design_114.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000.pdb,0.84,0.76,3.0,0.12944881497698071
design_114.1,ESAG6__vs__ESAG7,3,35.943717948717946,16.6700164365549,23.31,12.261813785773096,78,320,design_114.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb,0.8,0.69,1.0,0.12944881497698071
design_114.1,ESAG6__vs__ESAG7,4,37.44397435897436,15.414544707429322,24.78,11.254986869572502,78,320,design_114.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb,0.79,0.68,4.0,0.12944881497698071
design_114.1,ESAG6__vs__ESAG7,5,38.13564102564102,15.53682938856016,26.38,12.71835525319653,78,320,design_114.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_000.pdb,0.78,0.65,5.0,0.12944881497698071
design_115.1,ESAG6__vs__ESAG7,1,26.821428571428573,17.664129464285715,17.98,13.782268212586114,56,320,design_115.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb,0.89,0.83,1.0,0.1404166969134808
design_115.1,ESAG6__vs__ESAG7,2,23.606428571428573,18.206616709183674,19.83,12.132960188547445,56,320,design_115.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_002_alphafold2_multimer_v3_model_5_seed_000.pdb,0.88,0.83,2.0,0.1404166969134808
design_115.1,ESAG6__vs__ESAG7,3,31.71035714285714,16.27310905612245,22.38,10.318874876971607,56,320,design_115.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb,0.89,0.83,3.0,0.1404166969134808
design_115.1,ESAG6__vs__ESAG7,4,32.92053571428571,14.034486607142858,23.19,8.021344163129712,56,320,design_115.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb,0.88,0.82,4.0,0.1404166969134808
design_115.1,ESAG6__vs__ESAG7,5,30.005535714285713,16.613536352040818,24.58,10.70886303685908,56,320,design_115.1__vs__ESAG6__vs__ESAG7_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,0.88,0.82,5.0,0.1404166969134808
